material_id,formula,crystal_system,battery_family,is_stable,energy_above_hull,band_gap,india_feasibility_score,india_decision_label,india_rule_reason,predicted_stable_probability,predicted_is_stable,predicted_energy_above_hull,final_recommendation_score,parsed_elements,blocked_elements,predicted_energy_above_hull_clipped,family_rank,shortlist_rule_type,shortlist_rejection_reason,shortlist_score
mp-758685,LiFe(PO3)3,Orthorhombic,LFP-family,False,0.042543291,3.9103,96,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.008042799,False,0.0591408,38.88,Fe;Li;O;P,,0.0591408,1,Benchmark family exception,Included in final shortlist,42.13
mp-831160,LiFePO4,Orthorhombic,LFP-family,False,0.030256595,3.829,96,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.008042799,False,0.0591408,38.88,Fe;Li;O;P,,0.0591408,1,Benchmark family exception,Included in final shortlist,42.13
mp-540356,LiFe(PO3)4,Monoclinic,LFP-family,False,0.034757909,2.5331,96,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.009239217,False,0.059510294,38.95,Fe;Li;O;P,,0.059510294,1,Benchmark family exception,Included in final shortlist,42.11
mp-697758,LiFeP2O7,Monoclinic,LFP-family,False,0.032798013,2.5726,96,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.008235537,False,0.059350375,38.89,Fe;Li;O;P,,0.059350375,1,Benchmark family exception,Included in final shortlist,42.1
mp-26749,LiFeP2O7,Monoclinic,LFP-family,False,0.036046293,2.5805,96,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.008235537,False,0.059350375,38.89,Fe;Li;O;P,,0.059350375,1,Benchmark family exception,Included in final shortlist,42.1
mp-780431,LiFePH2O5,Orthorhombic,LFP-family,False,0.035285964,3.6815,96,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.0070361467,False,0.059136555,38.82,Fe;H;Li;O;P,,0.059136555,1,Benchmark family exception,Included in final shortlist,42.09
mp-752770,Li2FeP2O7,Monoclinic,LFP-family,False,0.03364223,3.6665,96,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.0048425687,False,0.05865452,38.69,Fe;Li;O;P,,0.05865452,1,Benchmark family exception,Included in final shortlist,42.09
mp-26773,Li3Fe(PO4)2,Monoclinic,LFP-family,False,0.03931612,2.2702,96,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.009070698,False,0.059635565,38.94,Fe;Li;O;P,,0.059635565,1,Benchmark family exception,Included in final shortlist,42.08
mp-26307,Li3Fe3(PO4)4,Monoclinic,LFP-family,False,0.031563945,2.3693,96,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.008975884,False,0.059635565,38.94,Fe;Li;O;P,,0.059635565,1,Benchmark family exception,Included in final shortlist,42.08
mp-752697,LiFeP2O7,Triclinic,LFP-family,False,0.073943064,2.746,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.011265473,False,0.056754846,38.28,Fe;Li;O;P,,0.056754846,1,Benchmark family exception,Included in final shortlist,42.06
mp-25963,LiFe(PO3)4,Monoclinic,LFP-family,False,0.03701352,2.5723,96,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.008307053,False,0.059580687,38.9,Fe;Li;O;P,,0.059580687,1,Benchmark family exception,Included in final shortlist,42.06
mp-26807,Li3Fe3(PO4)4,Monoclinic,LFP-family,False,0.04527057,2.2551,96,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.009326969,False,0.059865877,38.96,Fe;Li;O;P,,0.059865877,1,Benchmark family exception,Included in final shortlist,42.05
mp-26825,Li3Fe2(PO4)3,Monoclinic,LFP-family,False,0.042702882,2.2355,96,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.009326969,False,0.059865877,38.96,Fe;Li;O;P,,0.059865877,1,Benchmark family exception,Included in final shortlist,42.05
mp-772178,Li2FeSn(PO4)2,Monoclinic,LFP-family,False,0.062991719,3.2388,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.007898393,False,0.056023546,38.07,Fe;Li;O;P;Sn,,0.056023546,1,Benchmark family exception,Included in final shortlist,42.05
mp-757908,LiFeP2O7,Monoclinic,LFP-family,False,0.043609397,2.3061,96,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.008221474,False,0.059635565,38.89,Fe;Li;O;P,,0.059635565,1,Benchmark family exception,Included in final shortlist,42.04
mp-25961,LiFe(PO3)4,Monoclinic,LFP-family,False,0.044715389,2.3734,96,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.00905377,False,0.059865877,38.94,Fe;Li;O;P,,0.059865877,1,Benchmark family exception,Included in final shortlist,42.03
mp-766136,LiFeP2O7,Monoclinic,LFP-family,False,0.04518389,2.4911,96,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.0086356215,False,0.059769437,38.92,Fe;Li;O;P,,0.059769437,1,Benchmark family exception,Included in final shortlist,42.03
mp-26358,LiFeP2O7,Monoclinic,LFP-family,False,0.039330089,2.5393,96,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.0086356215,False,0.059769437,38.92,Fe;Li;O;P,,0.059769437,1,Benchmark family exception,Included in final shortlist,42.03
mp-850747,LiFe2P2HO8,Monoclinic,LFP-family,False,0.064976401,3.2573,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.006784689,False,0.055863626,38.01,Fe;H;Li;O;P,,0.055863626,1,Benchmark family exception,Included in final shortlist,42.03
mp-851030,Li2FePHO5,Monoclinic,LFP-family,False,0.05663897,3.5215,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.0061740666,False,0.055863626,37.97,Fe;H;Li;O;P,,0.055863626,1,Benchmark family exception,Included in final shortlist,42.01
mp-25809,Li6Fe9(PO4)8,Triclinic,LFP-family,False,0.051029919,2.8714,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.00984398,False,0.056754846,38.19,Fe;Li;O;P,,0.056754846,1,Benchmark family exception,Included in final shortlist,41.99
mp-757481,Li2FeP2O7,Monoclinic,LFP-family,False,0.034462551,1.7603,96,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.00828628,False,0.059891205,38.9,Fe;Li;O;P,,0.059891205,1,Benchmark family exception,Included in final shortlist,41.99
mp-759439,LiFe4(PO4)3,Monoclinic,LFP-family,False,0.051352919,2.9119,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.008555806,False,0.05668847,38.11,Fe;Li;O;P,,0.05668847,1,Benchmark family exception,Included in final shortlist,41.95
mp-760788,Li4Fe5Ni(PO4)6,Triclinic,LFP-family,False,0.067637359,1.5729,90,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.0075243884,False,0.049494304,36.45,Fe;Li;Ni;O;P,,0.049494304,1,Benchmark family exception,Included in final shortlist,41.94
mp-758909,LiFePO4,Triclinic,LFP-family,False,0.085183154,3.6487,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.0066107437,False,0.05650114,38.0,Fe;Li;O;P,,0.05650114,1,Benchmark family exception,Included in final shortlist,41.9
mp-1661570,LiFePO4,Orthorhombic,LFP-family,False,0.028753414,3.8605,96,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.0059369844,False,0.059846353,38.76,Fe;Li;O;P,,0.059846353,1,Benchmark family exception,Included in final shortlist,41.9
mp-753407,LiFePO4,Monoclinic,LFP-family,False,0.09395342,3.5661,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.0059300205,False,0.05689428,37.96,Fe;Li;O;P,,0.05689428,1,Benchmark family exception,Included in final shortlist,41.79
mp-756268,Li2FeNi(PO4)2,Monoclinic,LFP-family,False,0.00236561,3.0324,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.008222006,False,0.057436448,38.09,Fe;Li;Ni;O;P,,0.057436448,1,Benchmark family exception,Included in final shortlist,41.78
mp-1176699,LiFePO4,Monoclinic,LFP-family,False,0.08229212,3.3194,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.0055304156,False,0.05689428,37.93,Fe;Li;O;P,,0.05689428,1,Benchmark family exception,Included in final shortlist,41.77
mp-772539,Li2FeP2O7,Monoclinic,LFP-family,False,0.09006882,3.464,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.0055167847,False,0.05689428,37.93,Fe;Li;O;P,,0.05689428,1,Benchmark family exception,Included in final shortlist,41.77
mp-757455,LiFePO4,Triclinic,LFP-family,False,0.0568645,3.4957,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.0062096934,False,0.05776151,37.97,Fe;Li;O;P,,0.05776151,1,Benchmark family exception,Included in final shortlist,41.63
mp-765605,LiFePO4,Triclinic,LFP-family,False,0.056660641,3.4959,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.0062096934,False,0.05776151,37.97,Fe;Li;O;P,,0.05776151,1,Benchmark family exception,Included in final shortlist,41.63
mp-758926,LiFePO4,Orthorhombic,LFP-family,False,0.064546751,3.9004,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.008091189,False,0.058218144,38.09,Fe;Li;O;P,,0.058218144,1,Benchmark family exception,Included in final shortlist,41.62
mp-758778,LiFe4(PO4)3,Triclinic,LFP-family,False,0.054524188,3.3552,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.0059316116,False,0.05776151,37.96,Fe;Li;O;P,,0.05776151,1,Benchmark family exception,Included in final shortlist,41.61
mp-765651,LiFePO4,Trigonal,LFP-family,False,0.087164491,3.4343,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.011376834,False,0.05923168,38.28,Fe;Li;O;P,,0.05923168,1,Benchmark family exception,Included in final shortlist,41.57
mp-26611,LiFePO4,Trigonal,LFP-family,False,0.055700945,3.5237,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.011340299,False,0.05923168,38.28,Fe;Li;O;P,,0.05923168,1,Benchmark family exception,Included in final shortlist,41.56
mp-758965,LiFe5P3O13,Triclinic,LFP-family,False,0.052839126,2.9798,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.011232813,False,0.059214756,38.27,Fe;Li;O;P,,0.059214756,1,Benchmark family exception,Included in final shortlist,41.56
mp-758470,LiFe2P5O16,Monoclinic,LFP-family,False,0.067307702,2.6611,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.00873452,False,0.058967482,38.12,Fe;Li;O;P,,0.058967482,1,Benchmark family exception,Included in final shortlist,41.5
mp-757222,Li7Fe2P7O24,Monoclinic,LFP-family,False,0.068193451,2.5575,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.009335361,False,0.059350375,38.16,Fe;Li;O;P,,0.059350375,1,Benchmark family exception,Included in final shortlist,41.45
mp-757451,Li3Fe(PO4)2,Monoclinic,LFP-family,False,0.08731325,2.4843,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.009665148,False,0.059510294,38.18,Fe;Li;O;P,,0.059510294,1,Benchmark family exception,Included in final shortlist,41.43
mp-1176761,LiFePO4,Orthorhombic,LFP-family,False,0.068343646,3.9108,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.008042799,False,0.0591408,38.08,Fe;Li;O;P,,0.0591408,1,Benchmark family exception,Included in final shortlist,41.43
mp-757653,LiFePO4,Monoclinic,LFP-family,False,0.098611578,3.6826,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.004800734,False,0.05842421,37.89,Fe;Li;O;P,,0.05842421,1,Benchmark family exception,Included in final shortlist,41.43
mp-765635,LiFePO4,Monoclinic,LFP-family,False,0.068055346,3.6821,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.004800734,False,0.05842421,37.89,Fe;Li;O;P,,0.05842421,1,Benchmark family exception,Included in final shortlist,41.43
mp-758072,LiFeP2O7,Monoclinic,LFP-family,False,0.057968575,2.5562,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.008235537,False,0.059350375,38.09,Fe;Li;O;P,,0.059350375,1,Benchmark family exception,Included in final shortlist,41.4
mp-758771,LiFeP2O7,Monoclinic,LFP-family,False,0.054324234,2.5909,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.008235537,False,0.059350375,38.09,Fe;Li;O;P,,0.059350375,1,Benchmark family exception,Included in final shortlist,41.4
mp-772409,LiFePO4,Monoclinic,LFP-family,False,0.077144235,2.5969,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.008235537,False,0.059350375,38.09,Fe;Li;O;P,,0.059350375,1,Benchmark family exception,Included in final shortlist,41.4
mp-757240,Li3Fe(PO4)2,Monoclinic,LFP-family,False,0.068456548,2.4927,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.008193004,False,0.059350375,38.09,Fe;Li;O;P,,0.059350375,1,Benchmark family exception,Included in final shortlist,41.4
mp-758534,LiFe(PO3)4,Monoclinic,LFP-family,False,0.097987088,2.5387,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.008193004,False,0.059350375,38.09,Fe;Li;O;P,,0.059350375,1,Benchmark family exception,Included in final shortlist,41.4
mp-758535,LiFeP2O7,Monoclinic,LFP-family,False,0.055971962,2.4679,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.008193004,False,0.059350375,38.09,Fe;Li;O;P,,0.059350375,1,Benchmark family exception,Included in final shortlist,41.4
mp-758790,LiFe(PO3)4,Monoclinic,LFP-family,False,0.072143392,2.4819,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.008193004,False,0.059350375,38.09,Fe;Li;O;P,,0.059350375,1,Benchmark family exception,Included in final shortlist,41.4
mp-759362,LiFe(PO3)4,Monoclinic,LFP-family,False,0.067364332,2.4753,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.008193004,False,0.059350375,38.09,Fe;Li;O;P,,0.059350375,1,Benchmark family exception,Included in final shortlist,41.4
mp-758883,LiFe(PO3)4,Monoclinic,LFP-family,False,0.069394059,2.2948,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.009070698,False,0.059635565,38.14,Fe;Li;O;P,,0.059635565,1,Benchmark family exception,Included in final shortlist,41.38
mp-695816,LiFeP2O7,Monoclinic,LFP-family,False,0.07954253,2.4269,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.009005816,False,0.059635565,38.14,Fe;Li;O;P,,0.059635565,1,Benchmark family exception,Included in final shortlist,41.38
mp-758777,LiFe(PO3)4,Monoclinic,LFP-family,False,0.081026491,2.6516,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.008315605,False,0.059497144,38.1,Fe;Li;O;P,,0.059497144,1,Benchmark family exception,Included in final shortlist,41.37
mp-757649,Li3Fe(PO4)2,Monoclinic,LFP-family,False,0.098909839,1.7471,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.009832516,False,0.059891205,38.19,Fe;Li;O;P,,0.059891205,1,Benchmark family exception,Included in final shortlist,41.36
mp-758566,LiFe(PO3)4,Monoclinic,LFP-family,False,0.087332688,2.4002,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.008685719,False,0.059635565,38.12,Fe;Li;O;P,,0.059635565,1,Benchmark family exception,Included in final shortlist,41.36
mp-758723,LiFe(PO3)3,Orthorhombic,LFP-family,False,0.065319995,4.2063,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.0065982803,False,0.05916349,38.0,Fe;Li;O;P,,0.05916349,1,Benchmark family exception,Included in final shortlist,41.36
mp-1177652,Li3Fe5(PO4)6,Monoclinic,LFP-family,False,0.055963674,2.3546,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.008292869,False,0.059865877,38.1,Fe;Li;O;P,,0.059865877,1,Benchmark family exception,Included in final shortlist,41.3
mp-861176,Li2FePO5,Monoclinic,LFP-family,False,0.096423861,1.626,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.007786889,False,0.059891205,38.07,Fe;Li;O;P,,0.059891205,1,Benchmark family exception,Included in final shortlist,41.27
mp-1104261,LiFePO4,Triclinic,LFP-family,False,0.1029447,3.2893,93,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.0059316116,False,0.05776151,37.56,Fe;Li;O;P,,0.05776151,1,Benchmark family exception,Included in final shortlist,41.26
mp-765590,LiFePO4,Orthorhombic,LFP-family,False,0.07581576,3.8485,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.0059369844,False,0.059846353,37.96,Fe;Li;O;P,,0.059846353,1,Benchmark family exception,Included in final shortlist,41.2
mp-1575286,Li2FeP2O7,Orthorhombic,LFP-family,False,0.075566403,3.9467,94,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.0059369844,False,0.059846353,37.96,Fe;Li;O;P,,0.059846353,1,Benchmark family exception,Included in final shortlist,41.2
mp-759092,LiFePO4,Monoclinic,LFP-family,False,0.112863633,2.8914,93,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.007674295,False,0.058919027,37.66,Fe;Li;O;P,,0.058919027,1,Benchmark family exception,Included in final shortlist,41.11
mp-655124,Li2Fe3(P2O7)2,Monoclinic,LFP-family,False,0.104895782,3.6884,93,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.004800734,False,0.05842421,37.49,Fe;Li;O;P,,0.05842421,1,Benchmark family exception,Included in final shortlist,41.08
mp-776880,Li2Fe2Ni(PO4)3,Monoclinic,LFP-family,False,0.069603942,1.4032,90,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.0076261954,False,0.05409115,36.46,Fe;Li;Ni;O;P,,0.05409115,1,Benchmark family exception,Included in final shortlist,41.02
mp-758409,Li5Cr2Fe3(PO4)6,Triclinic,LFP-family,False,0.104468697,1.1066,93,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.0062442767,False,0.059304778,37.57,Cr;Fe;Li;O;P,,0.059304778,1,Benchmark family exception,Included in final shortlist,40.97
mp-780843,Li4Fe2Ni3Sn(PO4)6,Triclinic,LFP-family,False,0.082238313,3.0536,90,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.0053550024,False,0.055073366,36.32,Fe;Li;Ni;O;P;Sn,,0.055073366,1,Benchmark family exception,Included in final shortlist,40.73
mp-1177446,Li4Fe2Ni3Te(PO4)6,Triclinic,LFP-family,False,0.094089151,2.8717,90,Recommend,India-friendly benchmark family; avoids nickel and cobalt.,0.0043703197,False,0.05620671,36.26,Fe;Li;Ni;O;P;Te,,0.05620671,1,Benchmark family exception,Included in final shortlist,40.46
mp-1221200,Na4Li4MnFe3P4(O4F)4,Monoclinic,LMFP-family,False,0.002187737,3.8622,93,Research Candidate,Manganese phosphate research family; useful extension of LFP.,0.0078029423,False,0.017201947,37.67,F;Fe;Li;Mn;Na;O;P,,0.017201947,2,Benchmark family exception,Included in final shortlist,49.46
mp-764613,Li4MnFe3(PO4)4,Monoclinic,LMFP-family,False,0.00216876,4.0066,97,Research Candidate,Manganese phosphate research family; useful extension of LFP.,0.0052281227,False,0.026039975,39.11,Fe;Li;Mn;O;P,,0.026039975,2,Benchmark family exception,Included in final shortlist,48.98
mp-861717,Li8MnFe7(PO4)8,Monoclinic,LMFP-family,False,0.001716703,3.8807,97,Research Candidate,Manganese phosphate research family; useful extension of LFP.,0.005171385,False,0.026039975,39.11,Fe;Li;Mn;O;P,,0.026039975,2,Benchmark family exception,Included in final shortlist,48.97
mp-775945,Li2MnFe(PO4)2,Monoclinic,LMFP-family,False,0.002493695,3.8121,97,Research Candidate,Manganese phosphate research family; useful extension of LFP.,0.004336502,False,0.026039975,39.06,Fe;Li;Mn;O;P,,0.026039975,2,Benchmark family exception,Included in final shortlist,48.94
mp-766043,Li4MnFe3(PO4)4,Monoclinic,LMFP-family,False,0.012935318,3.9411,97,Research Candidate,Manganese phosphate research family; useful extension of LFP.,0.005469539,False,0.02636517,39.13,Fe;Li;Mn;O;P,,0.02636517,2,Benchmark family exception,Included in final shortlist,48.92
mp-754635,Li2MnFe(PO4)2,Monoclinic,LMFP-family,False,0.001092972,3.9838,97,Research Candidate,Manganese phosphate research family; useful extension of LFP.,0.006344261,False,0.027706202,39.18,Fe;Li;Mn;O;P,,0.027706202,2,Benchmark family exception,Included in final shortlist,48.69
mp-773519,Li4Mn3Fe(PO4)4,Monoclinic,LMFP-family,False,0.002513214,3.6773,97,Research Candidate,Manganese phosphate research family; useful extension of LFP.,0.004336502,False,0.02856878,39.06,Fe;Li;Mn;O;P,,0.02856878,2,Benchmark family exception,Included in final shortlist,48.43
mp-775195,Li12Mn11Fe(PO4)12,Monoclinic,LMFP-family,False,0.001875037,3.6905,97,Research Candidate,Manganese phosphate research family; useful extension of LFP.,0.004336502,False,0.02856878,39.06,Fe;Li;Mn;O;P,,0.02856878,2,Benchmark family exception,Included in final shortlist,48.43
mp-849382,Li16Mn15Fe(PO4)16,Monoclinic,LMFP-family,False,0.001841759,3.4633,97,Research Candidate,Manganese phosphate research family; useful extension of LFP.,0.004072856,False,0.028925514,39.04,Fe;Li;Mn;O;P,,0.028925514,2,Benchmark family exception,Included in final shortlist,48.35
mp-775189,Li2MnFe(PO4)2,Monoclinic,LMFP-family,False,0.002621204,3.0175,97,Research Candidate,Manganese phosphate research family; useful extension of LFP.,0.0045548165,False,0.030011393,39.07,Fe;Li;Mn;O;P,,0.030011393,2,Benchmark family exception,Included in final shortlist,48.15
mp-849430,Li8MnFe7(PO4)8,Monoclinic,LMFP-family,False,0.001812669,3.9032,97,Research Candidate,Manganese phosphate research family; useful extension of LFP.,0.005469539,False,0.032437753,39.13,Fe;Li;Mn;O;P,,0.032437753,2,Benchmark family exception,Included in final shortlist,47.71
mp-766130,Li4MnFe3(PO4)4,Orthorhombic,LMFP-family,False,0.012851812,4.1435,97,Research Candidate,Manganese phosphate research family; useful extension of LFP.,0.01171362,False,0.03403656,39.5,Fe;Li;Mn;O;P,,0.03403656,2,Benchmark family exception,Included in final shortlist,47.67
mp-759138,Li2MnFe(PO4)2,Orthorhombic,LMFP-family,False,0.001083382,3.9508,97,Research Candidate,Manganese phosphate research family; useful extension of LFP.,0.005881604,False,0.034719426,39.15,Fe;Li;Mn;O;P,,0.034719426,2,Benchmark family exception,Included in final shortlist,47.27
mp-757146,Li6MnFeP2(CO7)2,Monoclinic,LMFP-family,False,0.045725716,3.9017,97,Research Candidate,Manganese phosphate research family; useful extension of LFP.,0.0053938585,False,0.035061307,39.12,C;Fe;Li;Mn;O;P,,0.035061307,2,Benchmark family exception,Included in final shortlist,47.18
mp-766376,Li4Mn3Fe(PO4)4,Monoclinic,LMFP-family,False,0.002360386,3.5811,97,Research Candidate,Manganese phosphate research family; useful extension of LFP.,0.0045184838,False,0.03532329,39.07,Fe;Li;Mn;O;P,,0.03532329,2,Benchmark family exception,Included in final shortlist,47.09
mp-766510,Li12MnFe3P4(CO7)4,Monoclinic,LMFP-family,False,0.048218237,3.64,97,Research Candidate,Manganese phosphate research family; useful extension of LFP.,0.0041777464,False,0.036498763,39.05,C;Fe;Li;Mn;O;P,,0.036498763,2,Benchmark family exception,Included in final shortlist,46.84
mp-761246,Li2MnFe(PO4)2,Orthorhombic,LMFP-family,False,0.000534143,3.6926,97,Research Candidate,Manganese phosphate research family; useful extension of LFP.,0.007410288,False,0.03724823,39.24,Fe;Li;Mn;O;P,,0.03724823,2,Benchmark family exception,Included in final shortlist,46.83
mp-1176968,Li7Mn2Fe6(PO4)8,Triclinic,LMFP-family,False,0.010048688,1.4371,97,Research Candidate,Manganese phosphate research family; useful extension of LFP.,0.009483961,False,0.03896421,39.37,Fe;Li;Mn;O;P,,0.03896421,2,Benchmark family exception,Included in final shortlist,46.58
mp-770860,Li4Mn2Fe3P6WO24,Triclinic,LMFP-family,False,0.084387487,2.1317,93,Research Candidate,Manganese phosphate research family; useful extension of LFP.,0.035905983,False,0.038267206,39.35,Fe;Li;Mn;O;P;W,,0.038267206,2,Benchmark family exception,Included in final shortlist,46.51
mp-776529,NaLiMn2Fe4(PO4)6,Triclinic,LMFP-family,False,0.029426522,1.4044,95,Research Candidate,Manganese phosphate research family; useful extension of LFP.,0.014549062,False,0.038019963,38.87,Fe;Li;Mn;Na;O;P,,0.038019963,2,Benchmark family exception,Included in final shortlist,46.3
mp-1177412,Li4Mn3Fe2Sn(PO4)6,Triclinic,LMFP-family,False,0.087061885,2.0246,93,Research Candidate,Manganese phosphate research family; useful extension of LFP.,0.027693244,False,0.038267206,38.86,Fe;Li;Mn;O;P;Sn,,0.038267206,2,Benchmark family exception,Included in final shortlist,46.14
mp-767262,Li12Mn3FeP4(CO7)4,Monoclinic,LMFP-family,False,0.053362973,3.6464,95,Research Candidate,Manganese phosphate research family; useful extension of LFP.,0.0041777464,False,0.036498763,38.25,C;Fe;Li;Mn;O;P,,0.036498763,2,Benchmark family exception,Included in final shortlist,46.14
mp-757441,Li5Mn2Fe3(PO4)6,Triclinic,LMFP-family,False,0.05911392,2.186,93,Research Candidate,Manganese phosphate research family; useful extension of LFP.,0.03062656,False,0.039211452,39.04,Fe;Li;Mn;O;P,,0.039211452,2,Benchmark family exception,Included in final shortlist,46.09
mp-755564,Li2Mg2MnFe(PO4)4,Triclinic,LMFP-family,False,0.012637285,1.0616,97,Research Candidate,Manganese phosphate research family; useful extension of LFP.,0.0066543845,False,0.04303803,39.2,Fe;Li;Mg;Mn;O;P,,0.04303803,2,Benchmark family exception,Included in final shortlist,45.64
mp-1177457,Li4Mn2Fe3Sn(PO4)6,Triclinic,LMFP-family,False,0.081630334,2.4669,93,Research Candidate,Manganese phosphate research family; useful extension of LFP.,0.005932849,False,0.036431976,37.56,Fe;Li;Mn;O;P;Sn,,0.036431976,2,Benchmark family exception,Included in final shortlist,45.53
mp-776051,Li2Mn2Fe(PO4)3,Monoclinic,LMFP-family,False,0.091262473,0.8241,93,Research Candidate,Manganese phosphate research family; useful extension of LFP.,0.0039013287,False,0.04083429,37.43,Fe;Li;Mn;O;P,,0.04083429,2,Benchmark family exception,Included in final shortlist,44.56
mp-771062,Li6MnFe3(PO4)6,Triclinic,LMFP-family,False,0.051150402,1.1904,93,Research Candidate,Manganese phosphate research family; useful extension of LFP.,0.00389113,False,0.04142913,37.43,Fe;Li;Mn;O;P,,0.04142913,2,Benchmark family exception,Included in final shortlist,44.44
mp-779026,Li4MnCr2Fe3(PO4)6,Triclinic,LMFP-family,False,0.107004918,1.1511,92,Research Candidate,Manganese phosphate research family; useful extension of LFP.,0.006882454,False,0.040479437,37.21,Cr;Fe;Li;Mn;O;P,,0.040479437,2,Benchmark family exception,Included in final shortlist,44.41
mp-776752,Li4Mn2Fe3Sb(PO4)6,Triclinic,LMFP-family,False,0.085890657,1.1094,93,Research Candidate,Manganese phosphate research family; useful extension of LFP.,0.006525782,False,0.043820053,37.59,Fe;Li;Mn;O;P;Sb,,0.043820053,2,Benchmark family exception,Included in final shortlist,44.08
mp-1176969,Li6Mn3Fe(PO4)6,Triclinic,LMFP-family,False,0.055894863,0.8846,93,Research Candidate,Manganese phosphate research family; useful extension of LFP.,0.004766257,False,0.044647787,37.49,Fe;Li;Mn;O;P,,0.044647787,2,Benchmark family exception,Included in final shortlist,43.83
mp-783919,Li4MnFe3(PO4)4,Triclinic,LMFP-family,False,0.002042868,3.8643,97,Research Candidate,Manganese phosphate research family; useful extension of LFP.,0.006418523,False,0.055687133,39.19,Fe;Li;Mn;O;P,,0.055687133,2,Benchmark family exception,Included in final shortlist,43.1
mp-849356,Li4Mn3Fe(PO4)4,Triclinic,LMFP-family,False,0.002103293,3.5657,97,Research Candidate,Manganese phosphate research family; useful extension of LFP.,0.0054065897,False,0.058572665,39.12,Fe;Li;Mn;O;P,,0.058572665,2,Benchmark family exception,Included in final shortlist,42.48
