material_id,formula,space_group_number,crystal_system,formation_energy_per_atom,energy_above_hull,is_stable,band_gap,is_metal,theoretical,deprecated
mp-752796,Li4Ti2Mn3O10,2,Triclinic,-2.597127661,0.041625893,FALSE,0.5635,FALSE,TRUE,FALSE
mp-752799,Li2FeSiO4,1,Triclinic,-2.531971907,0.031294527,FALSE,3.0614,FALSE,TRUE,FALSE
mp-752801,Li3Mn2(CO3)4,1,Triclinic,-2.010090059,0.056279619,FALSE,0.5761,FALSE,TRUE,FALSE
mp-752803,Li4Co7(OF7)2,2,Triclinic,-2.366151283,0.06091034,FALSE,2.0357,FALSE,TRUE,FALSE
mp-752805,Li6Mn3V(PO4)6,1,Triclinic,-2.556328584,0.06254081,FALSE,0.6197,FALSE,TRUE,FALSE
mp-752807,Li(CoO2)2,74,Orthorhombic,-1.435520137,0.070958256,FALSE,0.7911,FALSE,TRUE,FALSE
mp-752808,Li4Cr3Fe2Co3O16,8,Monoclinic,-1.805425015,0.078296006,FALSE,0.6847,FALSE,TRUE,FALSE
mp-752814,Li2TiV2O6,12,Monoclinic,-2.74266944,0.035918277,FALSE,1.2905,FALSE,TRUE,FALSE
mp-752815,LiV3OF11,1,Triclinic,-2.951588115,0.059064254,FALSE,1.5387,FALSE,TRUE,FALSE
mp-752816,Li3Ti2(NiO4)2,12,Monoclinic,-2.39385137,0.080027552,FALSE,0,TRUE,TRUE,FALSE
mp-752817,Li2Fe3Co5O16,10,Monoclinic,-1.308442652,0.118910449,FALSE,0,TRUE,TRUE,FALSE
mp-752818,Li4Co7O3F13,1,Triclinic,-2.285537746,0.084486614,FALSE,0.2233,FALSE,TRUE,FALSE
mp-752819,Li13Mn2O12,1,Triclinic,-1.916219127,0.106623666,FALSE,0,TRUE,TRUE,FALSE
mp-752820,Li2VP2O7,15,Monoclinic,-2.647227782,0.041626629,FALSE,3.1268,FALSE,TRUE,FALSE
mp-752821,Li3V5O12,1,Triclinic,-2.416223563,0.098355441,FALSE,1.1149,FALSE,TRUE,FALSE
mp-752823,Li2V(OF)2,11,Monoclinic,-2.789151879,0.100338993,FALSE,1.6485,FALSE,TRUE,FALSE
mp-752825,Li3MnVP2(O4F)2,1,Triclinic,-2.758232929,0.035300466,FALSE,1.5727,FALSE,TRUE,FALSE
mp-752828,Li2Si2NiO6,43,Orthorhombic,-2.65485437,0.037843573,FALSE,3.6885,FALSE,TRUE,FALSE
mp-752829,LiMnF3,148,Trigonal,-3.005559965,0.040523462,FALSE,3.7865,FALSE,TRUE,FALSE
mp-752830,Li2FeOF3,12,Monoclinic,-2.646731119,0.084822927,FALSE,2.3968,FALSE,TRUE,FALSE
mp-752831,LiCuF2,14,Monoclinic,-2.213028299,0.062080584,FALSE,1.7386,FALSE,TRUE,FALSE
mp-752832,LiMn(SiO3)2,15,Monoclinic,-2.78640397,0.060016517,FALSE,1.546,FALSE,TRUE,FALSE
mp-752834,LiCr(CO3)2,4,Monoclinic,-2.021202337,0.07197344,FALSE,3.1192,FALSE,TRUE,FALSE
mp-752835,Li2Cu2F5,2,Triclinic,-2.276803688,0.048020311,FALSE,0,TRUE,TRUE,FALSE
mp-752837,LiAgF3,14,Monoclinic,-2.012358717,0.050192696,FALSE,0,TRUE,TRUE,FALSE
mp-752838,Li2V3(OF)4,6,Monoclinic,-2.821674549,0.057314433,FALSE,1.2333,FALSE,TRUE,FALSE
mp-752841,Li2Mn3F8,14,Monoclinic,-2.967111436,0.060714382,FALSE,3.3605,FALSE,TRUE,FALSE
mp-752842,Li6MnO6,148,Trigonal,-1.891577938,0.09812599,FALSE,0,TRUE,TRUE,FALSE
mp-752843,Li2CuF4,65,Orthorhombic,-2.542806373,0.057318064,FALSE,0,TRUE,TRUE,FALSE
mp-752844,Li2MnSiO4,121,Tetragonal,-2.671822165,0.018262249,FALSE,2.7703,FALSE,TRUE,FALSE
mp-752846,LiMnPO4,2,Triclinic,-2.562266723,0.07116201,FALSE,3.2522,FALSE,TRUE,FALSE
mp-752847,Li4Fe3(OF3)2,2,Triclinic,-2.529576205,0.071481445,FALSE,3.4329,FALSE,TRUE,FALSE
mp-752848,Li4Fe2Ni3Sb3O16,8,Monoclinic,-1.792990372,0.053474153,FALSE,0.0046,FALSE,TRUE,FALSE
mp-752850,LiNiO2,12,Monoclinic,-1.487490075,0.010501224,FALSE,0,TRUE,TRUE,FALSE
mp-752853,Li2FeSiO4,121,Tetragonal,-2.548339753,0.014926681,FALSE,3.2364,FALSE,TRUE,FALSE
mp-752855,LiTiFeO4,74,Orthorhombic,-2.543400689,0.097651382,FALSE,1.6631,FALSE,TRUE,FALSE
mp-752856,Li10Fe4S9,137,Tetragonal,-1.093942906,0.150027858,FALSE,0,TRUE,TRUE,FALSE
mp-752858,Li2CuSiO4,31,Orthorhombic,-2.334865066,0.063004859,FALSE,0,TRUE,TRUE,FALSE
mp-752859,LiFeP2O7,4,Monoclinic,-2.450244834,0.075514545,FALSE,2.379,FALSE,TRUE,FALSE
mp-752861,Li5Co5O9F,1,Triclinic,-1.729013599,0.111173122,FALSE,0.5715,FALSE,TRUE,FALSE
mp-752862,Li5Co2Cu3O10,2,Triclinic,-1.506706399,0.061906356,FALSE,0,TRUE,TRUE,FALSE
mp-752864,Li3Co2(CO3)4,1,Triclinic,-1.843964648,0.045402838,FALSE,0.6907,FALSE,TRUE,FALSE
mp-752865,Li4Mn5Cu3O16,8,Monoclinic,-1.695254822,0.064644832,FALSE,0,TRUE,TRUE,FALSE
mp-752868,Li3Fe8(BO3)8,1,Triclinic,-2.244445157,0.077473654,FALSE,1.2792,FALSE,TRUE,FALSE
mp-752869,Li2VP2O7,1,Triclinic,-2.64526185,0.043592561,FALSE,0.264,FALSE,TRUE,FALSE
mp-752873,Li8Fe(O2F)2,2,Triclinic,-2.231232089,0.070029791,FALSE,3.0228,FALSE,TRUE,FALSE
mp-752874,LiMnF4,14,Monoclinic,-2.872272683,0.061760779,FALSE,2.2241,FALSE,TRUE,FALSE
mp-752876,Li2Co3NiO8,160,Trigonal,-1.364973165,0.073292598,FALSE,0,TRUE,TRUE,FALSE
mp-752878,LiAg2F4,62,Orthorhombic,-1.747139879,0.046858432,FALSE,0.2111,FALSE,TRUE,FALSE
mp-752879,Li3Ti4O8,166,Trigonal,-3.058878384,0.045010171,FALSE,0,TRUE,TRUE,FALSE
mp-752881,Li2CuS2,12,Monoclinic,-0.992759736,0.087217503,FALSE,0,TRUE,TRUE,FALSE
mp-752882,LiAgF2,33,Orthorhombic,-2.104754219,0.051026209,FALSE,1.7021,FALSE,TRUE,FALSE
mp-752883,Li2(FeO2)3,70,Orthorhombic,-1.741920334,0.062564143,FALSE,0,TRUE,TRUE,FALSE
mp-752884,Li5CoOF5,123,Tetragonal,-2.815041922,0.034228181,FALSE,0.2882,FALSE,TRUE,FALSE
mp-752885,LiVOF3,2,Triclinic,-2.950073449,0.042681901,FALSE,1.2917,FALSE,TRUE,FALSE
mp-752888,Li2CuSiO4,20,Orthorhombic,-2.314023164,0.083846761,FALSE,0,TRUE,TRUE,FALSE
mp-752889,Li8VO5F,1,Triclinic,-2.274817871,0.049116875,FALSE,2.1378,FALSE,TRUE,FALSE
mp-752890,LiCu2C2O7,2,Triclinic,-1.48819877,0.085934382,FALSE,0,TRUE,TRUE,FALSE
mp-752891,LiTi3O6,70,Orthorhombic,-3.284229924,0.040533986,FALSE,0,TRUE,TRUE,FALSE
mp-752892,Li2Fe2Si2O7,147,Trigonal,-2.483235495,0.091389813,FALSE,3.0952,FALSE,TRUE,FALSE
mp-752893,LiFeSiO4,9,Monoclinic,-2.486360193,0.062116073,FALSE,2.9016,FALSE,TRUE,FALSE
mp-752894,Li3Co2(SiO4)2,5,Monoclinic,-2.398218408,0.0611337,FALSE,0.5112,FALSE,TRUE,FALSE
mp-752895,Li3CuF4,31,Orthorhombic,-2.632011331,0.100015763,FALSE,1.1479,FALSE,TRUE,FALSE
mp-752897,Li3Fe7O12,5,Monoclinic,-1.7294864,0.107338804,FALSE,1.0915,FALSE,TRUE,FALSE
mp-752898,LiCu3F7,15,Monoclinic,-2.036297886,0.028534856,FALSE,0.0573,FALSE,TRUE,FALSE
mp-752899,LiMn(PO3)3,146,Trigonal,-2.597946475,0.035836773,FALSE,4.0939,FALSE,TRUE,FALSE
mp-752900,Li2FeSiO4,20,Orthorhombic,-2.552383033,0.0108834,FALSE,3.1602,FALSE,TRUE,FALSE
mp-752901,Li3V2F8,14,Monoclinic,-3.094772387,0.067654646,FALSE,0.475,FALSE,TRUE,FALSE
mp-752902,LiNiP2O7,2,Triclinic,-2.258502719,0.088462539,FALSE,0,TRUE,TRUE,FALSE
mp-752904,Li3Fe3SiO8,10,Monoclinic,-2.147352105,0.093486114,FALSE,1.5719,FALSE,TRUE,FALSE
mp-752905,Li3V2(CO3)4,5,Monoclinic,-2.088534433,0.073323142,FALSE,0.2073,FALSE,TRUE,FALSE
mp-752908,Li6(NiO2)5,2,Triclinic,-1.497371226,0.054477589,FALSE,0,TRUE,TRUE,FALSE
mp-752911,LiVF3,62,Orthorhombic,-3.029134167,0.035791298,FALSE,2.6241,FALSE,TRUE,FALSE
mp-752913,Li2FeSiO4,7,Monoclinic,-2.559076868,0.004189566,FALSE,3.2888,FALSE,TRUE,FALSE
mp-752914,Li(CoO2)2,15,Monoclinic,-1.444932265,0.061546128,FALSE,0,TRUE,TRUE,FALSE
mp-752915,LiV2(SiO4)2,38,Orthorhombic,-2.772051852,0.098091012,FALSE,0,TRUE,TRUE,FALSE
mp-752916,Li4V3(FeO5)2,1,Triclinic,-2.217976487,0.077683448,FALSE,1.37,FALSE,TRUE,FALSE
mp-752920,Li4MnSb2WO12,1,Triclinic,-2.090114732,0.069571051,FALSE,1.1757,FALSE,TRUE,FALSE
mp-752921,LiMn4O8,12,Monoclinic,-1.914260526,0.043138456,FALSE,0.5743,FALSE,TRUE,FALSE
mp-752922,Li8HfO6,148,Trigonal,-2.512032497,0.002766318,FALSE,5.4201,FALSE,TRUE,FALSE
mp-752925,LiFeSiO4,82,Tetragonal,-2.469571982,0.078904283,FALSE,2.6281,FALSE,TRUE,FALSE
mp-752926,LiTiP2O7,5,Monoclinic,-2.841244561,0.075335514,FALSE,0,TRUE,TRUE,FALSE
mp-752927,LiAgF2,194,Hexagonal,-2.115317975,0.040462452,FALSE,1.675,FALSE,TRUE,FALSE
mp-752928,LiCoS2,11,Monoclinic,-0.924081896,0.080457061,FALSE,0,TRUE,TRUE,FALSE
mp-752930,LiCu(PO3)2,21,Orthorhombic,-2.274923535,0.082787676,FALSE,1.7441,FALSE,TRUE,FALSE
mp-752931,Li2MnF4,166,Trigonal,-2.993697609,0.086292809,FALSE,3.7591,FALSE,TRUE,FALSE
mp-752935,Li(FeO2)2,15,Monoclinic,-1.6144964,0.109729636,FALSE,0,TRUE,TRUE,FALSE
mp-752936,Li2MnF6,150,Trigonal,-2.866333761,0.002100833,FALSE,2.9792,FALSE,TRUE,FALSE
mp-752937,LiV2O2F3,63,Orthorhombic,-2.871531777,0.068549564,FALSE,1.3878,FALSE,TRUE,FALSE
mp-752938,LiMnF3,167,Trigonal,-3.011843959,0.034239468,FALSE,3.2439,FALSE,TRUE,FALSE
mp-752940,Li2CrCoO4,10,Monoclinic,-1.995282052,0.08185876,FALSE,0.0099,FALSE,TRUE,FALSE
mp-752942,LiTi2O4,11,Monoclinic,-3.156494141,0.089716251,FALSE,0,TRUE,TRUE,FALSE
mp-752943,Li4Cu(PO4)2,2,Triclinic,-2.444268621,0.067334557,FALSE,0.7775,FALSE,TRUE,FALSE
mp-752946,Li2CoSiO4,12,Monoclinic,-2.48455979,0.026583773,FALSE,2.5097,FALSE,TRUE,FALSE
mp-752948,LiAg2F4,82,Tetragonal,-1.675338534,0.118659776,FALSE,0,TRUE,TRUE,FALSE
mp-752950,Li4(FeO2)5,1,Triclinic,-1.810295861,0.053326414,FALSE,0.3373,FALSE,TRUE,FALSE
mp-752951,LiCoSiO4,62,Orthorhombic,-2.282102445,0.118059428,FALSE,0.7818,FALSE,TRUE,FALSE
mp-752954,Li2CrCo3O8,12,Monoclinic,-1.664773664,0.042992752,FALSE,0,TRUE,TRUE,FALSE
mp-752956,Li3Fe3OF7,6,Monoclinic,-2.533260247,0.144956482,FALSE,2.8752,FALSE,TRUE,FALSE
mp-752957,Li4CrSb(WO6)2,1,Triclinic,-2.247668474,0.038000703,FALSE,1.6873,FALSE,TRUE,FALSE
mp-752962,Li5Fe3(CoO5)2,2,Triclinic,-1.780265576,0.084960381,FALSE,1.6508,FALSE,TRUE,FALSE
mp-752963,Li4Ti3(NiO4)3,5,Monoclinic,-2.373114703,0.073637775,FALSE,0.0257,FALSE,TRUE,FALSE
mp-752964,Li4Fe3(NiO5)2,1,Triclinic,-1.612077328,0.068072491,FALSE,0.2398,FALSE,TRUE,FALSE
mp-752965,Li2V3O6,12,Monoclinic,-2.470883965,0.044687084,FALSE,1.1285,FALSE,TRUE,FALSE
mp-752966,Li7VO5F,1,Triclinic,-2.325899924,0.081074815,FALSE,1.8839,FALSE,TRUE,FALSE
mp-752967,Li4V2P4H3O16,1,Triclinic,-2.472762329,0.026877941,FALSE,0.6004,FALSE,TRUE,FALSE
mp-752968,LiNiPO4,7,Monoclinic,-2.2928587,0.072189447,FALSE,3.343,FALSE,TRUE,FALSE
mp-752969,Li2TiCrO4,10,Monoclinic,-2.651845788,0.082439918,FALSE,0,TRUE,TRUE,FALSE
mp-752971,Li4VO4F,4,Monoclinic,-2.569911188,0.065236587,FALSE,3.9122,FALSE,TRUE,FALSE
mp-752973,LiMnF4,9,Monoclinic,-2.877314186,0.056719276,FALSE,2.8232,FALSE,TRUE,FALSE
mp-752981,Li3Fe2Ni3O10,1,Triclinic,-1.389203593,0.093404907,FALSE,0,TRUE,TRUE,FALSE
mp-752982,Li2Mn2OF6,2,Triclinic,-2.749075188,0.083488852,FALSE,1.3186,FALSE,TRUE,FALSE
mp-752984,LiNiPO4,5,Monoclinic,-2.281244903,0.083803244,FALSE,2.9694,FALSE,TRUE,FALSE
mp-752985,LiV3O5F,1,Triclinic,-2.579637906,0.077327972,FALSE,1.2202,FALSE,TRUE,FALSE
mp-752986,Li4CuNi3O8,12,Monoclinic,-1.468299575,0.017839252,FALSE,0.036,FALSE,TRUE,FALSE
mp-752988,LiV3(OF2)4,1,Triclinic,-2.640922734,0.077100717,FALSE,1.839,FALSE,TRUE,FALSE
mp-752990,Li3VO3F2,1,Triclinic,-2.655167148,0.100256746,FALSE,2.6113,FALSE,TRUE,FALSE
mp-752993,Li4Mn3Ni3(WO8)2,8,Monoclinic,-1.975568401,0.029279784,FALSE,0.5307,FALSE,TRUE,FALSE
mp-752999,LiFeCo3O8,166,Trigonal,-1.353966626,0.032985305,FALSE,0.3771,FALSE,TRUE,FALSE
mp-753004,Li6Mn(OF2)2,15,Monoclinic,-2.622358173,0.113641552,FALSE,2.717,FALSE,TRUE,FALSE
mp-753005,Li2Mn2F7,15,Monoclinic,-2.882701706,0.105922224,FALSE,0.1774,FALSE,TRUE,FALSE
mp-753008,Li13(FeO6)2,1,Triclinic,-1.826547607,0.066630027,FALSE,0,TRUE,TRUE,FALSE
mp-753009,Li2AgF3,62,Orthorhombic,-2.396925613,0.103243107,FALSE,1.8594,FALSE,TRUE,FALSE
mp-753010,Li4CoO4,94,Tetragonal,-1.748951342,0.122947732,FALSE,1.0488,FALSE,TRUE,FALSE
mp-753011,LiMnPO4,82,Tetragonal,-2.614139493,0.01928924,FALSE,3.6047,FALSE,TRUE,FALSE
mp-753012,LiVTe(WO6)2,1,Triclinic,-2.011237426,0.050305545,FALSE,1.7939,FALSE,TRUE,FALSE
mp-753018,LiFeP2O7,2,Triclinic,-2.431145152,0.094614228,FALSE,1.949,FALSE,TRUE,FALSE
mp-753019,LiMn2F9,2,Triclinic,-2.489821356,0.083674783,FALSE,1.0047,FALSE,TRUE,FALSE
mp-753023,LiV3(O2F)2,1,Triclinic,-2.668813628,0.09143283,FALSE,1.2498,FALSE,TRUE,FALSE
mp-753024,LiVF3,194,Hexagonal,-2.973294717,0.091630749,FALSE,1.976,FALSE,TRUE,FALSE
mp-753025,LiMnF3,182,Hexagonal,-2.961531984,0.084551443,FALSE,3.5423,FALSE,TRUE,FALSE
mp-753028,Li3Mn4O8,12,Monoclinic,-2.094911739,0.027425578,FALSE,1.2818,FALSE,TRUE,FALSE
mp-753031,LiCu5F12,65,Orthorhombic,-1.939937189,0.011730613,FALSE,0,TRUE,TRUE,FALSE
mp-753032,LiMn2F5,15,Monoclinic,-2.966764012,0.049650799,FALSE,3.5926,FALSE,TRUE,FALSE
mp-753035,Li3Ti2Mn3O10,2,Triclinic,-2.579832453,0.042861665,FALSE,0.9607,FALSE,TRUE,FALSE
mp-753037,Li2Cr3(CoO4)3,2,Triclinic,-1.747688366,0.062058383,FALSE,0.2359,FALSE,TRUE,FALSE
mp-753039,Li4Cr3(CoO4)3,2,Triclinic,-1.931920593,0.045809981,FALSE,0.8369,FALSE,TRUE,FALSE
mp-753040,LiMnP3HO10,5,Monoclinic,-2.366936832,0.094387416,FALSE,1.0635,FALSE,TRUE,FALSE
mp-753041,Li3MnF6,14,Monoclinic,-3.00118724,0.029160527,FALSE,1.9074,FALSE,TRUE,FALSE
mp-753043,Li2VO2F,6,Monoclinic,-2.626098832,0.091341161,FALSE,1.6319,FALSE,TRUE,FALSE
mp-753044,Li4NbTe2WO12,1,Triclinic,-2.151791074,0.074026785,FALSE,0,TRUE,TRUE,FALSE
mp-753045,Li2VO2F,8,Monoclinic,-2.566612703,0.15082729,FALSE,0,TRUE,TRUE,FALSE
mp-753046,Li3Ti2Co3O10,2,Triclinic,-2.177655187,0.155469811,FALSE,0.4918,FALSE,TRUE,FALSE
mp-753047,LiCoNiO4,74,Orthorhombic,-1.307377008,0.062676126,FALSE,0,TRUE,TRUE,FALSE
mp-753050,Li2FeNiO4,119,Tetragonal,-1.71775346,0.003710564,FALSE,0,TRUE,TRUE,FALSE
mp-753051,LiCrPHO5,2,Triclinic,-2.438222418,0,TRUE,0.0668,FALSE,TRUE,FALSE
mp-753053,Li2VF4,74,Orthorhombic,-3.070905507,0.02254351,FALSE,2.8444,FALSE,TRUE,FALSE
mp-753058,Li5TiV3O8,8,Monoclinic,-2.459819641,0.088753396,FALSE,0,TRUE,TRUE,FALSE
mp-753060,LiV2O2F3,15,Monoclinic,-2.853017164,0.087064178,FALSE,1.7623,FALSE,TRUE,FALSE
mp-753062,Li5NiOF5,156,Trigonal,-2.766413711,0.073898751,FALSE,0,TRUE,TRUE,FALSE
mp-753063,Li3CuF6,148,Trigonal,-2.599047883,0.007910824,FALSE,0.8622,FALSE,TRUE,FALSE
mp-753064,Li2Ti2FeO6,64,Orthorhombic,-2.772240358,0.095058768,FALSE,1.9777,FALSE,TRUE,FALSE
mp-753065,Li4Mn3V3(WO8)2,8,Monoclinic,-2.307249126,0.036063896,FALSE,0.8177,FALSE,TRUE,FALSE
mp-753068,LiFe2OF5,5,Monoclinic,-2.491399733,0.107094777,FALSE,1.9965,FALSE,TRUE,FALSE
mp-753071,Li2V2OF6,2,Triclinic,-3.029663038,0.09475178,FALSE,1.913,FALSE,TRUE,FALSE
mp-753072,LiFe2(BO3)2,9,Monoclinic,-2.277270124,0.051688302,FALSE,1.9776,FALSE,TRUE,FALSE
mp-753073,Li2V2F7,15,Monoclinic,-3.054902002,0.104908929,FALSE,0.01,FALSE,TRUE,FALSE
mp-753075,Li12Mn2O9,1,Triclinic,-2.026240233,0.069539264,FALSE,0.9428,FALSE,TRUE,FALSE
mp-753076,LiVCuO4,63,Orthorhombic,-1.932162168,0.071462596,FALSE,0,TRUE,TRUE,FALSE
mp-753077,Li3V2Fe3O10,2,Triclinic,-2.099959743,0.075680054,FALSE,1.348,FALSE,TRUE,FALSE
mp-753078,LiMnP2O7,2,Triclinic,-2.502102506,0.063222364,FALSE,1.428,FALSE,TRUE,FALSE
mp-753079,LiMn7(OF3)3,1,Triclinic,-2.630294744,0.076132246,FALSE,1.7575,FALSE,TRUE,FALSE
mp-753080,Li3V(OF)2,65,Orthorhombic,-2.74942653,0.079842938,FALSE,1.1775,FALSE,TRUE,FALSE
mp-753081,Li3(CuO)4,44,Orthorhombic,-1.299958595,0.043869513,FALSE,0,TRUE,TRUE,FALSE
mp-753082,LiFe5O5F,187,Hexagonal,-1.382414859,0.379644279,FALSE,0,TRUE,TRUE,FALSE
mp-753083,Li3(FeO2)4,1,Triclinic,-1.719369595,0.12256882,FALSE,0,TRUE,TRUE,FALSE
mp-753084,Li3Mn5O10,2,Triclinic,-2.032748503,0.057954079,FALSE,0.6104,FALSE,TRUE,FALSE
mp-753086,LiCrSiO4,74,Orthorhombic,-2.724669335,0.059341364,FALSE,2.1239,FALSE,TRUE,FALSE
mp-753087,LiVP2(HO4)2,18,Orthorhombic,-2.413433405,0.004008235,FALSE,2.0157,FALSE,TRUE,FALSE
mp-753089,LiCu2F6,15,Monoclinic,-2.046236662,0.042068993,FALSE,0,TRUE,TRUE,FALSE
mp-753090,Li2Cu2F7,2,Triclinic,-2.23364781,0.054774145,FALSE,0.0252,FALSE,TRUE,FALSE
mp-753091,LiV2O3F,9,Monoclinic,-2.640146622,0.074461129,FALSE,1.2196,FALSE,TRUE,FALSE
mp-753092,Li4Ni3O3F4,139,Tetragonal,-2.290109064,0.040360575,FALSE,2.1682,FALSE,TRUE,FALSE
mp-753093,Li2VOF3,12,Monoclinic,-2.97264799,0.064386568,FALSE,1.9775,FALSE,TRUE,FALSE
mp-753094,Li3NiOF3,12,Monoclinic,-2.591776589,0.086313156,FALSE,3.2018,FALSE,TRUE,FALSE
mp-753095,LiMnSiO4,74,Orthorhombic,-2.567290111,0.096303137,FALSE,0.9587,FALSE,TRUE,FALSE
mp-753098,LiCuF2,166,Trigonal,-2.229860787,0.045248096,FALSE,1.8941,FALSE,TRUE,FALSE
mp-753099,Li3Co2(SiO4)2,1,Triclinic,-2.406467211,0.052884897,FALSE,0.3791,FALSE,TRUE,FALSE
mp-753100,Li4Ni3Sn(PO4)4,6,Monoclinic,-2.342508055,0.048882062,FALSE,2.015,FALSE,TRUE,FALSE
mp-753101,Li4MnO3F,36,Orthorhombic,-2.251277362,0.099143681,FALSE,1.1002,FALSE,TRUE,FALSE
mp-753103,LiCo(CO3)2,148,Trigonal,-1.766132307,0.020036347,FALSE,0,TRUE,TRUE,FALSE
mp-753104,Li4Fe3CuO8,166,Trigonal,-1.784626451,0.036721463,FALSE,0.0642,FALSE,TRUE,FALSE
mp-753105,Li2Mn5O10,2,Triclinic,-1.936215684,0.092585623,FALSE,0.2904,FALSE,TRUE,FALSE
mp-753106,Li4Fe3Co5O16,10,Monoclinic,-1.524821714,0.067080529,FALSE,0,TRUE,TRUE,FALSE
mp-753109,Li4Fe2SiO7,2,Triclinic,-2.274393964,0.072524857,FALSE,1.8545,FALSE,TRUE,FALSE
mp-753110,Li2Ti(CoO3)2,64,Orthorhombic,-2.109930225,0.116382913,FALSE,0.9104,FALSE,TRUE,FALSE
mp-753111,Li7Fe3(SiO6)2,12,Monoclinic,-2.335240985,0.078674849,FALSE,1.7107,FALSE,TRUE,FALSE
mp-753112,LiMn3O6,9,Monoclinic,-1.944202795,0.053657505,FALSE,0.7914,FALSE,TRUE,FALSE
mp-753113,Li4VF7,216,Cubic,-3.191208534,0.012621105,FALSE,0,TRUE,TRUE,FALSE
mp-753114,Li3NbFe3O8,12,Monoclinic,-2.102471185,0.11321347,FALSE,0,TRUE,TRUE,FALSE
mp-753115,LiMnF4,14,Monoclinic,-2.899204666,0.034828796,FALSE,2.2292,FALSE,TRUE,FALSE
mp-753117,Li4Ti3V3O12,2,Triclinic,-2.825361516,0.065741852,FALSE,0,TRUE,TRUE,FALSE
mp-753118,Li2FeSiO4,152,Trigonal,-2.515013082,0.048253352,FALSE,3.2066,FALSE,TRUE,FALSE
mp-753121,LiP(WO4)2,11,Monoclinic,-2.317128256,0.078295314,FALSE,0.3954,FALSE,TRUE,FALSE
mp-753123,Li2CuF4,64,Orthorhombic,-2.579565922,0.020558516,FALSE,0.4511,FALSE,TRUE,FALSE
mp-753125,LiCoSiO4,181,Hexagonal,-2.318789733,0.081372141,FALSE,1.332,FALSE,TRUE,FALSE
mp-753126,Li3Fe3(SnO5)2,2,Triclinic,-1.927432386,0.071822574,FALSE,1.9466,FALSE,TRUE,FALSE
mp-753127,Na3Li4Mn5O9,1,Triclinic,-1.859176815,0.101383794,FALSE,0,TRUE,TRUE,FALSE
mp-753128,Li2VO2F,164,Trigonal,-2.707709862,0.009730131,FALSE,1.8245,FALSE,TRUE,FALSE
mp-753129,Li2Cr(SiO3)2,15,Monoclinic,-2.73794537,0.088193166,FALSE,2.4332,FALSE,TRUE,FALSE
mp-753130,Li4CuF7,15,Monoclinic,-2.619137209,0.084819263,FALSE,0.2384,FALSE,TRUE,FALSE
mp-753131,Li3Ti4O8,12,Monoclinic,-3.043592325,0.06029623,FALSE,0,TRUE,TRUE,FALSE
mp-753133,Li3(FeO3)2,2,Triclinic,-1.658004435,0.078205065,FALSE,0.3877,FALSE,TRUE,FALSE
mp-753134,Li6Mn5O10,8,Monoclinic,-2.082754045,0.050953227,FALSE,0.7515,FALSE,TRUE,FALSE
mp-753136,Li2MnV2O6,2,Triclinic,-2.334581178,0.091082158,FALSE,0.8466,FALSE,TRUE,FALSE
mp-753139,Li6CuF8,225,Cubic,-2.877715247,0.036446985,FALSE,0,TRUE,TRUE,FALSE
mp-753140,Li3Ti2(FeO4)2,12,Monoclinic,-2.549455077,0.077952882,FALSE,0.522,FALSE,TRUE,FALSE
mp-753141,Li5Cr2O8,1,Triclinic,-2.073915854,0.063364009,FALSE,0.545,FALSE,TRUE,FALSE
mp-753142,Li2Co(SiO3)2,43,Orthorhombic,-2.707444127,0.011432467,FALSE,3.0051,FALSE,TRUE,FALSE
mp-753143,Li4NiOF4,139,Tetragonal,-2.735299143,0.040124232,FALSE,2.2518,FALSE,TRUE,FALSE
mp-753144,LiMn2O2F3,15,Monoclinic,-2.541246109,0.046004005,FALSE,1.2969,FALSE,TRUE,FALSE
mp-753146,Li4Mn3O6F,12,Monoclinic,-2.259444314,0.043981068,FALSE,0,TRUE,TRUE,FALSE
mp-753147,LiV(PO3)3,2,Triclinic,-2.613158453,0.042506479,FALSE,2.9789,FALSE,TRUE,FALSE
mp-753148,Li2Cu7F16,2,Triclinic,-1.952140112,0.082716294,FALSE,0,TRUE,TRUE,FALSE
mp-753149,LiMn(PO3)3,146,Trigonal,-2.543292726,0.090490522,FALSE,4.5012,FALSE,TRUE,FALSE
mp-753150,Li3Mn3CoO8,166,Trigonal,-1.942254682,0.076919576,FALSE,0,TRUE,TRUE,FALSE
mp-753151,LiVCoO4,63,Orthorhombic,-2.119147245,0.011242295,FALSE,1.9826,FALSE,TRUE,FALSE
mp-753152,LiCuCO3,14,Monoclinic,-1.618660557,0.108522423,FALSE,1.7538,FALSE,TRUE,FALSE
mp-753154,Li(FeO2)3,9,Monoclinic,-1.50784164,0.128100111,FALSE,0.4165,FALSE,TRUE,FALSE
mp-753159,Li4Nb2Fe3Te3O16,1,Triclinic,-2.042420992,0.093651821,FALSE,2.1436,FALSE,TRUE,FALSE
mp-753161,Li2V(OF)2,160,Trigonal,-2.836644442,0.05284643,FALSE,0,TRUE,TRUE,FALSE
mp-753162,Li2BiO3,65,Orthorhombic,-1.851862015,0.020301432,FALSE,0,TRUE,TRUE,FALSE
mp-753165,Li2Fe3NiO8,12,Monoclinic,-1.474236483,0.130214146,FALSE,0,TRUE,TRUE,FALSE
mp-753166,Li3Co2(CO3)4,1,Triclinic,-1.827175171,0.062192315,FALSE,0.9766,FALSE,TRUE,FALSE
