material_id,formula,space_group_number,crystal_system,formation_energy_per_atom,energy_above_hull,is_stable,band_gap,is_metal,theoretical,deprecated
mp-3249268,LiEr2Si3Ag,12,Monoclinic,-0.611053897,0,TRUE,0,TRUE,TRUE,FALSE
mp-3249356,Li6Lu2UN6,162,Trigonal,-1.350548059,0,TRUE,1.4505,FALSE,TRUE,FALSE
mp-3249358,Li4Yb(Cu2P3)2,71,Orthorhombic,-0.641147036,0.019310397,FALSE,0,TRUE,TRUE,FALSE
mp-3249359,LiLa7PaIr6,146,Trigonal,-0.794097496,0,TRUE,0,TRUE,TRUE,FALSE
mp-3249397,LiTbPdPb,216,Cubic,-0.733753762,0,TRUE,0.3773,FALSE,TRUE,FALSE
mp-3249412,LiYbGePd3,160,Trigonal,-0.801124487,0.030330897,FALSE,0,TRUE,TRUE,FALSE
mp-3249419,LiLa(AgAs)2,164,Trigonal,-0.826897069,0,TRUE,0.4281,FALSE,TRUE,FALSE
mp-3249432,LiYb2TcH6,225,Cubic,-0.433758926,0.168221301,FALSE,0,TRUE,TRUE,FALSE
mp-3249441,LiTmFeH6,216,Cubic,-0.55303985,0,TRUE,2.2008,FALSE,TRUE,FALSE
mp-3249443,LiPrZnPt3,160,Trigonal,-0.931472747,0,TRUE,0,TRUE,TRUE,FALSE
mp-3249494,Li3Ho3InSn2,189,Hexagonal,-0.655054651,0,TRUE,0,TRUE,TRUE,FALSE
mp-32495,Li3V3(PO4)4,14,Monoclinic,-2.690028727,0.031367457,FALSE,1.8406,FALSE,TRUE,FALSE
mp-3249500,LiAcAs2O7,5,Monoclinic,-2.093441617,0,TRUE,4.2076,FALSE,TRUE,FALSE
mp-3249519,Li3Ca2YbPb3,187,Hexagonal,-0.591466173,0,TRUE,0,TRUE,TRUE,FALSE
mp-3249522,LiYb(NiH3)2,225,Cubic,-0.465471827,0,TRUE,0,TRUE,TRUE,FALSE
mp-3249552,LiPrSnPd,216,Cubic,-0.812309487,0,TRUE,0.4336,FALSE,TRUE,FALSE
mp-3249567,LiDyCu4,216,Cubic,-0.196594165,0,TRUE,0,TRUE,TRUE,FALSE
mp-3249586,Li2ThUN4,119,Tetragonal,-1.48655709,0,TRUE,1.5776,FALSE,TRUE,FALSE
mp-3249593,LiNdMgHg,216,Cubic,-0.384183597,0,TRUE,0.1483,FALSE,TRUE,FALSE
mp-3249596,Li2NdCuAs2,156,Trigonal,-1.014354634,0,TRUE,0.1806,FALSE,TRUE,FALSE
mp-3249601,LiHo(NiPt)2,44,Orthorhombic,-0.729951575,0,TRUE,0,TRUE,TRUE,FALSE
mp-3249647,Li4ErUS6,5,Monoclinic,-1.790152562,0,TRUE,1.416,FALSE,TRUE,FALSE
mp-3249678,LiNdFeH6,216,Cubic,-0.509696772,0,TRUE,2.0596,FALSE,TRUE,FALSE
mp-3249682,LiHo2BRh5,107,Tetragonal,-0.786751524,0,TRUE,0,TRUE,TRUE,FALSE
mp-3249688,Li3Pr3HgBi2,189,Hexagonal,-0.748708814,0,TRUE,0.0694,FALSE,TRUE,FALSE
mp-3249707,Li3Ho3HgP2,189,Hexagonal,-0.997997538,0,TRUE,0.0322,FALSE,TRUE,FALSE
mp-3249726,LiPrPdPb,216,Cubic,-0.70367877,0,TRUE,0.365,FALSE,TRUE,FALSE
mp-3249740,LiPrInAg,216,Cubic,-0.456354881,0,TRUE,0,TRUE,TRUE,FALSE
mp-3249753,LiHoHgPb,216,Cubic,-0.520153702,0,TRUE,0,TRUE,TRUE,FALSE
mp-3249757,NaLiPrPt3,160,Trigonal,-0.852551863,0,TRUE,0,TRUE,TRUE,FALSE
mp-3249758,LiSmNi4,216,Cubic,-0.251978144,0,TRUE,0,TRUE,TRUE,FALSE
mp-3249760,LiPmPtPb,216,Cubic,-0.835880921,0,TRUE,0.4502,FALSE,TRUE,FALSE
mp-3249766,Li2Tb2Si2Ge,63,Orthorhombic,-0.740540527,0,TRUE,0,TRUE,TRUE,FALSE
mp-3249826,Li3AcSb2,164,Trigonal,-1.026766438,0,TRUE,0.566,FALSE,TRUE,FALSE
mp-3249834,LiPmGaCu,216,Cubic,-0.394409364,0,TRUE,0.0274,FALSE,TRUE,FALSE
mp-3249837,Li2ThP2,164,Trigonal,-1.230777744,0,TRUE,1.5819,FALSE,TRUE,FALSE
mp-3249849,LiCeCdPt3,160,Trigonal,-0.888349478,0,TRUE,0,TRUE,TRUE,FALSE
mp-3249854,LiSm2Si4Pd,38,Orthorhombic,-0.801567655,0,TRUE,0,TRUE,TRUE,FALSE
mp-3249871,Li3Ca2AcPb3,156,Trigonal,-0.631654783,0,TRUE,0,TRUE,TRUE,FALSE
mp-3249901,Li4Yb4AsP3,6,Monoclinic,-1.039194709,0.061953044,FALSE,0,TRUE,TRUE,FALSE
mp-3249913,BaLiPrS3,63,Orthorhombic,-2.170489569,0,TRUE,2.221,FALSE,TRUE,FALSE
mp-3249922,Li2CeTcH6,216,Cubic,-0.526565471,0,TRUE,0.8104,FALSE,TRUE,FALSE
mp-3249954,Li4TbPaS6,5,Monoclinic,-1.843229846,0,TRUE,2.3006,FALSE,TRUE,FALSE
mp-3249961,LiTbCr2O8,119,Tetragonal,-2.383087566,0,TRUE,2.3199,FALSE,TRUE,FALSE
mp-3250018,Li2PrYPb2,164,Trigonal,-0.691001449,0,TRUE,0,TRUE,TRUE,FALSE
mp-3250027,LiPrPt3Rh,160,Trigonal,-0.843165458,0,TRUE,0,TRUE,TRUE,FALSE
mp-3250035,LiDy(NiPt)2,44,Orthorhombic,-0.727458219,0,TRUE,0,TRUE,TRUE,FALSE
mp-3250056,LiErHgPb,216,Cubic,-0.509622499,0,TRUE,0.032,FALSE,TRUE,FALSE
mp-3250061,NaLi2AcP2,164,Trigonal,-1.067736976,0,TRUE,1.2047,FALSE,TRUE,FALSE
mp-3250067,Li2DyThSi3,63,Orthorhombic,-0.64425855,0,TRUE,0,TRUE,TRUE,FALSE
mp-3250068,LiYb4RuC8,23,Orthorhombic,-0.301829778,0.038876896,FALSE,0,TRUE,TRUE,FALSE
mp-3250075,Li2Er2Si3,63,Orthorhombic,-0.637523985,0,TRUE,0,TRUE,TRUE,FALSE
mp-3250098,Li3Dy3CdSb2,189,Hexagonal,-0.785013261,0,TRUE,0,TRUE,TRUE,FALSE
mp-3250105,Li3Tb3HgBi2,189,Hexagonal,-0.721651813,0,TRUE,0.1138,FALSE,TRUE,FALSE
mp-3250117,Li4PuO5,87,Tetragonal,-2.521164232,0,TRUE,0,TRUE,TRUE,FALSE
mp-3250125,K2Li2CeS4,12,Monoclinic,-1.724321511,0,TRUE,1.313,FALSE,TRUE,FALSE
mp-3250133,Li3Ac2ErGe3,38,Orthorhombic,-0.727852805,0,TRUE,0.0416,FALSE,TRUE,FALSE
mp-3250140,LiLa(BIr)4,22,Orthorhombic,-0.69910346,0,TRUE,0,TRUE,TRUE,FALSE
mp-32502,LiV(PO3)4,12,Monoclinic,-2.638722917,0.033245772,FALSE,2.244,FALSE,TRUE,FALSE
mp-3250218,BaLi2La4O8,12,Monoclinic,-3.290047155,0,TRUE,3.5473,FALSE,TRUE,FALSE
mp-3250222,Li2Nd2Si2Sb,63,Orthorhombic,-0.871130655,0,TRUE,0,TRUE,TRUE,FALSE
mp-3250230,Li2Pr3ThSi6,42,Orthorhombic,-0.702915226,0,TRUE,0,TRUE,TRUE,FALSE
mp-3250338,LiHo2Ag3O8,2,Triclinic,-1.744307014,0,TRUE,1.0786,FALSE,TRUE,FALSE
mp-3250343,Li(La4Pt3)2,148,Trigonal,-1.082919964,0,TRUE,0,TRUE,TRUE,FALSE
mp-3250344,Li6Tm2NpN6,162,Trigonal,-1.294533551,0,TRUE,1.6319,FALSE,TRUE,FALSE
mp-3250351,Li2Sm2Si2Sn,63,Orthorhombic,-0.739119023,0,TRUE,0,TRUE,TRUE,FALSE
mp-3250360,LiPrCdPt3,160,Trigonal,-0.893118945,0,TRUE,0,TRUE,TRUE,FALSE
mp-3250377,Li4NdBi2,166,Trigonal,-0.718948575,0,TRUE,0,TRUE,TRUE,FALSE
mp-3250400,Li3Ho3ZnSb2,189,Hexagonal,-0.750219431,0,TRUE,0.0466,FALSE,TRUE,FALSE
mp-3250411,Li2DyTcH6,216,Cubic,-0.558926019,0,TRUE,2.7258,FALSE,TRUE,FALSE
mp-3250419,Li3Dy3CdAs2,189,Hexagonal,-0.927681759,0,TRUE,0.0314,FALSE,TRUE,FALSE
mp-3250439,Li(TbSb)2,194,Hexagonal,-1.172729289,0,TRUE,0,TRUE,TRUE,FALSE
mp-3250448,LiLaHoAs2,186,Hexagonal,-1.479945463,0,TRUE,0,TRUE,TRUE,FALSE
mp-3250472,Li2LaSnSb,129,Tetragonal,-0.922170465,0,TRUE,0.1879,FALSE,TRUE,FALSE
mp-3250497,LiEr2Ag3O8,2,Triclinic,-1.74786644,0,TRUE,1.0599,FALSE,TRUE,FALSE
mp-3250505,Li3La3Si2Ge,189,Hexagonal,-0.685530791,0,TRUE,0.0179,FALSE,TRUE,FALSE
mp-3250574,LiCe2Pt3,12,Monoclinic,-1.043696803,0.014285156,FALSE,0,TRUE,TRUE,FALSE
mp-3250575,Li3AcP2,164,Trigonal,-1.122362009,0,TRUE,1.0988,FALSE,TRUE,FALSE
mp-3250599,LiEuAs2Pd,119,Tetragonal,-1.000709419,0,TRUE,0,TRUE,TRUE,FALSE
mp-3250629,LiYb4CoC8,23,Orthorhombic,-0.272137713,0.092318843,FALSE,0,TRUE,TRUE,FALSE
mp-3250648,LiYb2CoN2,136,Tetragonal,-1.005427102,0,TRUE,0,TRUE,TRUE,FALSE
mp-3250651,BaLiTmS3,63,Orthorhombic,-2.223685533,0,TRUE,2.2657,FALSE,TRUE,FALSE
mp-3250655,BaLi2Nd2Al7,166,Trigonal,-0.402867951,0,TRUE,0,TRUE,TRUE,FALSE
mp-3250661,Cs2Li2CeS4,12,Monoclinic,-1.728298786,0,TRUE,1.1384,FALSE,TRUE,FALSE
mp-3250664,Li3Nd3HgAs2,189,Hexagonal,-0.991988835,0,TRUE,0,TRUE,TRUE,FALSE
mp-3250710,Li2NdHoSi3,63,Orthorhombic,-0.670883347,0,TRUE,0,TRUE,TRUE,FALSE
mp-3250721,LiNdInAu,216,Cubic,-0.712595189,0,TRUE,0.2005,FALSE,TRUE,FALSE
mp-3250763,LiLaSbAs,129,Tetragonal,-1.168341591,0.009398034,FALSE,0.1344,FALSE,TRUE,FALSE
mp-3250765,LiErCu4,216,Cubic,-0.201400693,0,TRUE,0,TRUE,TRUE,FALSE
mp-3250774,Li4HoPaS6,5,Monoclinic,-1.847203237,0,TRUE,2.2981,FALSE,TRUE,FALSE
mp-3250810,Li2TbTcH6,216,Cubic,-0.559472995,0,TRUE,2.6853,FALSE,TRUE,FALSE
mp-3250825,Li3Pr3Si2Ge,189,Hexagonal,-0.663643546,0,TRUE,0.044,FALSE,TRUE,FALSE
mp-3250895,LiPmSnRh,216,Cubic,-0.709004876,0,TRUE,0,TRUE,TRUE,FALSE
mp-3250900,LiTbInAg,216,Cubic,-0.471831745,0,TRUE,0,TRUE,TRUE,FALSE
mp-3250903,LiNdSbH,129,Tetragonal,-0.975970369,0,TRUE,0.2077,FALSE,TRUE,FALSE
mp-3250915,LiU2Pt3,12,Monoclinic,-0.857865543,0,TRUE,0,TRUE,TRUE,FALSE
mp-3250921,LiDyMgHg,216,Cubic,-0.382952734,0,TRUE,0,TRUE,TRUE,FALSE
mp-3250922,LiLaBiSb,129,Tetragonal,-0.997669777,0,TRUE,0,TRUE,TRUE,FALSE
mp-3250923,LiTmInAu,216,Cubic,-0.728170837,0,TRUE,0.1755,FALSE,TRUE,FALSE
mp-3250940,LiYbAgSn,216,Cubic,-0.375417264,0.111614734,FALSE,0,TRUE,TRUE,FALSE
mp-3250988,LiTbMgHg,216,Cubic,-0.388137127,0,TRUE,0,TRUE,TRUE,FALSE
mp-3250991,LiYb2PdPt2,12,Monoclinic,-1.032166721,0.108793731,FALSE,0,TRUE,TRUE,FALSE
mp-3250998,LiHo(NiIr)2,44,Orthorhombic,-0.504143877,0,TRUE,0,TRUE,TRUE,FALSE
mp-3251027,LiSmInCu,216,Cubic,-0.432610479,0,TRUE,0,TRUE,TRUE,FALSE
mp-3251112,Li3Dy3HgAs2,189,Hexagonal,-1.000801927,0,TRUE,0.0416,FALSE,TRUE,FALSE
mp-3251116,LiLaFeH6,216,Cubic,-0.512730045,0,TRUE,2.0033,FALSE,TRUE,FALSE
mp-3251124,LiCeCoH6,216,Cubic,-0.467893592,0,TRUE,0,TRUE,TRUE,FALSE
mp-3251141,Ba2LiNpO6,225,Cubic,-2.960110959,0,TRUE,1.2512,FALSE,TRUE,FALSE
mp-3251179,LiPmInPt,216,Cubic,-0.806394341,0,TRUE,0,TRUE,TRUE,FALSE
mp-3251223,LiCePt4,216,Cubic,-0.933440726,0,TRUE,0,TRUE,TRUE,FALSE
mp-3251224,LiLaBiH,129,Tetragonal,-0.921244571,0,TRUE,0.4946,FALSE,TRUE,FALSE
mp-3251246,CsLi2TbBi2,164,Trigonal,-0.776092834,0,TRUE,0.8012,FALSE,TRUE,FALSE
mp-3251254,LiSmSnPd,216,Cubic,-0.851693272,0,TRUE,0.4503,FALSE,TRUE,FALSE
mp-3251275,CsLi2CeBi2,164,Trigonal,-0.808619466,0,TRUE,0.9789,FALSE,TRUE,FALSE
mp-3251291,LiCeAgP2,156,Trigonal,-0.9547814,0,TRUE,0.6543,FALSE,TRUE,FALSE
mp-3251294,LiPmNiPb,216,Cubic,-0.459039206,0,TRUE,0.5267,FALSE,TRUE,FALSE
mp-3251327,Li6YbNp2N6,162,Trigonal,-1.215709051,0,TRUE,0.0049,FALSE,TRUE,FALSE
mp-3251335,LiPr3Nd5Rh6,146,Trigonal,-0.631577081,0,TRUE,0,TRUE,TRUE,FALSE
mp-3251347,SrLi2Nd2Al7,166,Trigonal,-0.414415382,0,TRUE,0,TRUE,TRUE,FALSE
mp-3251368,Ba2Li2ThS5,12,Monoclinic,-2.11853084,0,TRUE,2.2985,FALSE,TRUE,FALSE
mp-3251408,Li2LaAgP2,156,Trigonal,-1.005223312,0,TRUE,0.7746,FALSE,TRUE,FALSE
mp-3251414,LiLaCdP2,156,Trigonal,-1.073126374,0,TRUE,1.2996,FALSE,TRUE,FALSE
mp-3251442,LiThCuSi2,119,Tetragonal,-0.577621071,0,TRUE,0,TRUE,TRUE,FALSE
mp-3251445,LiYb2Pd5,139,Tetragonal,-0.908859296,0,TRUE,0,TRUE,TRUE,FALSE
mp-3251462,Li3Ca2PrPb3,187,Hexagonal,-0.634727797,0,TRUE,0,TRUE,TRUE,FALSE
mp-3251529,RbLiCeO3,63,Orthorhombic,-2.755821989,0,TRUE,2.5126,FALSE,TRUE,FALSE
mp-3251541,Li4SmUS6,5,Monoclinic,-1.765850046,0,TRUE,1.4163,FALSE,TRUE,FALSE
mp-3251559,LiDyHfS4,74,Orthorhombic,-1.988947506,0,TRUE,1.6783,FALSE,TRUE,FALSE
mp-3251560,LiLa6(NdPt3)2,148,Trigonal,-1.080321857,0,TRUE,0,TRUE,TRUE,FALSE
mp-3251593,Li4Th4Si5Ge,38,Orthorhombic,-0.627889371,0,TRUE,0,TRUE,TRUE,FALSE
mp-32516,LiV2P3O11,5,Monoclinic,-2.673883341,0.038237769,FALSE,1.8216,FALSE,TRUE,FALSE
mp-3251606,LiThB12,225,Cubic,-0.368110481,0,TRUE,0,TRUE,TRUE,FALSE
mp-3251610,Li3Tb3ZnBi2,189,Hexagonal,-0.629188964,0,TRUE,0.0726,FALSE,TRUE,FALSE
mp-3251630,LiNd2Ag3O8,2,Triclinic,-1.687529058,0,TRUE,1.0915,FALSE,TRUE,FALSE
mp-3251633,Li2Ho2Si3,63,Orthorhombic,-0.652415665,0,TRUE,0,TRUE,TRUE,FALSE
mp-3251636,LiThMnIr3,160,Trigonal,-0.646847315,0,TRUE,0,TRUE,TRUE,FALSE
mp-3251665,Li2NdAgP2,156,Trigonal,-0.971875375,0,TRUE,0.5605,FALSE,TRUE,FALSE
mp-3251672,LiTbHgPt3,160,Trigonal,-0.896390757,0,TRUE,0,TRUE,TRUE,FALSE
mp-3251678,LiNdInPt3,160,Trigonal,-0.925789729,0,TRUE,0,TRUE,TRUE,FALSE
mp-3251708,BaLiNdSe3,63,Orthorhombic,-2.089359117,0,TRUE,1.9074,FALSE,TRUE,FALSE
mp-3251751,LiTbSi2Au,119,Tetragonal,-0.746764873,0,TRUE,0,TRUE,TRUE,FALSE
mp-3251776,LiNdPt3Rh,160,Trigonal,-0.857273266,0,TRUE,0,TRUE,TRUE,FALSE
mp-3251791,CsLi2LaSb2,164,Trigonal,-0.983412296,0,TRUE,1.1428,FALSE,TRUE,FALSE
mp-3251821,Li4ErPaS6,5,Monoclinic,-1.848139316,0,TRUE,2.2921,FALSE,TRUE,FALSE
mp-3251822,LiTbSi2Pt,119,Tetragonal,-0.977344283,0,TRUE,0,TRUE,TRUE,FALSE
mp-3251823,LiTmSnPd,216,Cubic,-0.863341597,0,TRUE,0.4388,FALSE,TRUE,FALSE
mp-3251825,LiErAlAu,216,Cubic,-0.695901033,0,TRUE,0.4437,FALSE,TRUE,FALSE
mp-3251830,LiHoNi3Rh,160,Trigonal,-0.384511367,0,TRUE,0,TRUE,TRUE,FALSE
mp-3251847,LiThGe2Pt,119,Tetragonal,-0.918417171,0,TRUE,0,TRUE,TRUE,FALSE
mp-3251850,LiHoCu4,216,Cubic,-0.199117899,0,TRUE,0,TRUE,TRUE,FALSE
mp-3251869,BaLiLaS3,63,Orthorhombic,-2.221062263,0,TRUE,2.4966,FALSE,TRUE,FALSE
mp-3251875,Li2ErThSi3,63,Orthorhombic,-0.632531662,0,TRUE,0,TRUE,TRUE,FALSE
mp-3251892,Li2La4As3Ir,164,Trigonal,-1.319238275,0,TRUE,0,TRUE,TRUE,FALSE
mp-3251896,NaLi3Tm2Pb3,156,Trigonal,-0.506548206,0,TRUE,0,TRUE,TRUE,FALSE
mp-3251926,LiAc2CrO6,148,Trigonal,-2.974797251,0,TRUE,0.3617,FALSE,TRUE,FALSE
mp-3251928,Li3La3CdAs2,189,Hexagonal,-0.94052733,0,TRUE,0.0149,FALSE,TRUE,FALSE
mp-3251930,LiTmCoH6,216,Cubic,-0.511130051,0,TRUE,0,TRUE,TRUE,FALSE
mp-3251934,Li3Ac2LuGe3,38,Orthorhombic,-0.718979636,0,TRUE,0.0157,FALSE,TRUE,FALSE
mp-3251941,LiPrH6Ru,216,Cubic,-0.59269548,0,TRUE,2.934,FALSE,TRUE,FALSE
mp-3251944,LiTm2BRh5,107,Tetragonal,-0.811306448,0,TRUE,0,TRUE,TRUE,FALSE
mp-3251948,LiSmH6Ru,216,Cubic,-0.614794789,0,TRUE,2.9187,FALSE,TRUE,FALSE
mp-3251969,Li3Ho3CdBi2,189,Hexagonal,-0.623067525,0,TRUE,0,TRUE,TRUE,FALSE
mp-3251977,CsLiCeO3,63,Orthorhombic,-2.755521643,0,TRUE,2.5075,FALSE,TRUE,FALSE
mp-3252022,LiPmGe2Pt,119,Tetragonal,-0.923785719,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252027,BaLi2SmPb2,164,Trigonal,-0.642127425,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252032,LiTbCu4,216,Cubic,-0.192232809,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252033,RbLi2NdBi2,164,Trigonal,-0.797410365,0,TRUE,0.7283,FALSE,TRUE,FALSE
mp-3252050,LiPrAlCu,216,Cubic,-0.28937358,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252068,Li3Tb4Si6Ag,8,Monoclinic,-0.670849076,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252097,LiTbHoRu,216,Cubic,-0.298192849,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252103,LiTbDyRu,216,Cubic,-0.291078497,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252121,LiYbZn3Ir,160,Trigonal,-0.497449601,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252124,LiPrSnPt,216,Cubic,-0.923065102,0,TRUE,0.8736,FALSE,TRUE,FALSE
mp-3252144,Li2AcAgP2,156,Trigonal,-0.967234387,0,TRUE,0.7343,FALSE,TRUE,FALSE
mp-3252153,LiYbPt4,216,Cubic,-0.943481952,0.06425347,FALSE,0,TRUE,TRUE,FALSE
mp-3252164,LiSmInAg,216,Cubic,-0.471427945,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252165,LiTbUPt3,8,Monoclinic,-0.942981297,0.067089579,FALSE,0,TRUE,TRUE,FALSE
mp-3252176,LiCeSbH,129,Tetragonal,-0.991532765,0,TRUE,0.4402,FALSE,TRUE,FALSE
mp-3252178,Li2AcYSi2,164,Trigonal,-0.611197907,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252179,RbLi2NdSb2,164,Trigonal,-0.940528957,0,TRUE,0.8753,FALSE,TRUE,FALSE
mp-3252250,Li3Dy4ZnSi6,8,Monoclinic,-0.665573909,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252252,Li2TbLuSi3,63,Orthorhombic,-0.644839374,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252255,Li6AcPu2N6,147,Trigonal,-1.048309985,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252257,Li6Y2NpN6,157,Trigonal,-1.250060379,0,TRUE,1.6303,FALSE,TRUE,FALSE
mp-3252261,Li6YNp2N6,162,Trigonal,-1.216130413,0,TRUE,0.0462,FALSE,TRUE,FALSE
mp-3252262,LiYb4IrC8,23,Orthorhombic,-0.251626403,0.168235846,FALSE,0,TRUE,TRUE,FALSE
mp-3252265,LiEr2Rh5C,107,Tetragonal,-0.681731087,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252270,LiGdH6Os,216,Cubic,-0.608241495,0,TRUE,3.2004,FALSE,TRUE,FALSE
mp-3252296,LiPmInCu,216,Cubic,-0.431801616,0,TRUE,0,TRUE,TRUE,FALSE
mp-32523,LiV(PO3)4,9,Monoclinic,-2.651915943,0.020052746,FALSE,2.2173,FALSE,TRUE,FALSE
mp-3252331,NaLiNdPt3,160,Trigonal,-0.864425156,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252335,LiTbMnPt3,160,Trigonal,-0.969593937,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252339,LiYbPrPt3,160,Trigonal,-1.038789959,0.089048287,FALSE,0,TRUE,TRUE,FALSE
mp-3252342,NaLi2LaAs2,164,Trigonal,-1.140843824,0,TRUE,0.9466,FALSE,TRUE,FALSE
mp-3252350,LiPaPd6,225,Cubic,-0.624190727,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252358,LiErInAg,216,Cubic,-0.448990589,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252380,BaLiTmO3,63,Orthorhombic,-3.118246441,0,TRUE,3.5032,FALSE,TRUE,FALSE
mp-3252398,Li2AcLa2Al7,166,Trigonal,-0.44514714,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252406,Li3Tb3CdBi2,189,Hexagonal,-0.65363465,0,TRUE,0.0142,FALSE,TRUE,FALSE
mp-3252408,LiEr3In4Ir,174,Hexagonal,-0.70378077,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252412,Li2La3PrAs4,156,Trigonal,-1.504498351,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252413,Li3Ho3CdP2,189,Hexagonal,-0.922637027,0,TRUE,0.0556,FALSE,TRUE,FALSE
mp-3252420,Li3Pr3HgAs2,189,Hexagonal,-0.978572423,0,TRUE,0.0027,FALSE,TRUE,FALSE
mp-3252421,LiThReH6,216,Cubic,-0.504362266,0,TRUE,2.3812,FALSE,TRUE,FALSE
mp-3252432,Li4Ac4Si5Pb,38,Orthorhombic,-0.636393969,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252434,Li2Tb2Si2Sn,63,Orthorhombic,-0.719858496,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252438,LiLa7CeIr6,146,Trigonal,-0.765273039,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252446,Li3Tb3HgAs2,189,Hexagonal,-1.007540815,0,TRUE,0.0285,FALSE,TRUE,FALSE
mp-3252473,RbLi2TbBi2,164,Trigonal,-0.771405476,0,TRUE,0.8114,FALSE,TRUE,FALSE
mp-3252478,LiDyMnPt3,160,Trigonal,-0.969786336,0,TRUE,0,TRUE,TRUE,FALSE
mp-32525,Li2V(PO4)2,14,Monoclinic,-2.645855167,0.040963035,FALSE,2.6414,FALSE,FALSE,FALSE
mp-3252503,LiYbNi4,216,Cubic,-0.327778947,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252517,LiCeBiH,129,Tetragonal,-0.865240029,0,TRUE,0.3716,FALSE,TRUE,FALSE
mp-3252519,CsLi2NdBi2,164,Trigonal,-0.799994745,0,TRUE,0.7511,FALSE,TRUE,FALSE
mp-3252529,LiTbErOs,216,Cubic,-0.29012943,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252543,LiThSi2Pd,119,Tetragonal,-0.835506123,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252576,SrLi3Tm2Pb3,187,Hexagonal,-0.606592348,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252579,LiDyBPt6,216,Cubic,-0.817747308,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252585,Li2La3NdAs4,156,Trigonal,-1.506971597,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252596,Li3Ho3HgAs2,189,Hexagonal,-0.99243933,0,TRUE,0.0431,FALSE,TRUE,FALSE
mp-3252597,Li3Ho3CdSb2,189,Hexagonal,-0.771453054,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252599,LiYb3Ag2Pb3,187,Hexagonal,-0.395586262,0.01418746,FALSE,0,TRUE,TRUE,FALSE
mp-3252600,Ba2Li2CeS5,12,Monoclinic,-2.050034196,0,TRUE,1.1743,FALSE,TRUE,FALSE
mp-3252602,Li3La3SnGe2,189,Hexagonal,-0.805120502,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252605,Li2YHoSi3,63,Orthorhombic,-0.66046788,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252606,LiTb4FeC8,23,Orthorhombic,-0.367314344,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252625,Li4SmPaS6,5,Monoclinic,-1.82409113,0,TRUE,2.3001,FALSE,TRUE,FALSE
mp-3252673,LiHo4MnC8,23,Orthorhombic,-0.427021649,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252687,K2Li2CeO4,12,Monoclinic,-2.432753956,0,TRUE,2.593,FALSE,TRUE,FALSE
mp-3252690,Ba2Li4ThSb4,71,Orthorhombic,-1.047986752,0,TRUE,0.3462,FALSE,TRUE,FALSE
mp-3252697,LiDyFeH6,216,Cubic,-0.548591653,0,TRUE,2.1595,FALSE,TRUE,FALSE
mp-3252708,LiPr3Cd3Ga2,189,Hexagonal,-0.501459914,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252713,LiTh4CoSi6,42,Orthorhombic,-0.715497141,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252715,Li2NdLu2Al7,166,Trigonal,-0.452643495,0.007379106,FALSE,0,TRUE,TRUE,FALSE
mp-3252740,BaLiHoSe3,63,Orthorhombic,-2.102159227,0,TRUE,1.8935,FALSE,TRUE,FALSE
mp-3252745,BaLiNdS3,63,Orthorhombic,-2.183485448,0,TRUE,2.2076,FALSE,TRUE,FALSE
mp-3252754,Li2LaTm2Al7,166,Trigonal,-0.475414358,0,TRUE,0,TRUE,TRUE,FALSE
mp-3252780,LiEuH6Rh,216,Cubic,-0.564982768,0,TRUE,0.0499,FALSE,TRUE,FALSE
